id,name,type,category_tags,neighborhood,price_range,halal,cuisine,interest_tags,coordinates_lat,coordinates_lon,typical_duration_minutes,best_time_of_day,short_description,source_url,last_updated_ts
309e8dbfbeb4,Nihonbashi Sonoji,restaurant,Tempura,Ningyocho Sta.,4,unknown,Tempura,Tempura|Popular|Highly Rated,35.68624257871861,139.78454668442237,60,afternoon,"Experience the rich flavors of authentic Edomae tempura made with Shizuoka ingredients, and indulge in the delightful texture of hand-made soba served as a perfect finish. Nestled in Ningyocho, where numerous renowned restaurants line the streets, you'll find ""Nihonbashi Soba no Ji."" Their expertly prepared tempura, primarily using ingredients from Shizuoka, is light an...Read mored fluffy, allowing the rich flavors of nature to gently unfold in your mouth. The soba served as a finale is handmade by the owner, whose family runs a soba shop. The smooth texture and fragrant aroma create a refreshing aftertaste, elevating your dining experience to bliss. ""Enjoy tempura and finish with soba."" This restaurant truly lives up to its reputation.",https://tabelog.com/en/tokyo/A1302/A130204/13201969/,2025-12-22T21:58:30.660405
c869b3781bad,Tempura Asanuma,restaurant,Tempura,Nihombashi Sta.,4,unknown,Tempura,Tempura|Popular|Highly Rated,35.6809994379134,139.77461398321458,60,afternoon,"Harmony of Ingredients and Batter. Experience the World of ""Tempura to Savor"" Crafted by a Young Tempura Chef. A young tempura chef, who has honed his skills at renowned establishments, welcomes you to this must-visit spot in Nihonbashi. The menu features only an omakase course, showcasing seasonal ingredients...Read more for both lunch and dinner. While the traditional tempura style emphasizes respecting the ingredient with a light batter enjoyed with salt, Chef Asanuma introduces a unique approach: ""tempura that celebrates the batter."" He seeks harmony between the ingredients and the batter, blending different batters tailored to each ingredient. Enjoy tempura, lightly fried in 100% sesame oil, with a dipping sauce...",https://tabelog.com/en/tokyo/A1302/A130202/13275655/,2025-12-22T21:58:33.120111
bfed61e90d29,Kitagawa,restaurant,Tempura,Ginza Itchome Sta.,4,unknown,Tempura,Tempura|Popular|Highly Rated,35.67213759872239,139.7682772942913,60,afternoon,"A Japanese restaurant that inherits the essence and skill of ""Ginza Shinohara."" In the refreshing white wood L-shaped counter, chefs in their 20s and 30s are hard at work. This is a place established for the young talents of the renowned restaurant ""Ginza Shinohara,"" admired by f...Read moreood lovers both domestically and internationally, to further hone their skills and showcase their talents. Under the guidance of Chef Takeshi Shinohara, these young chefs have learned specialized techniques at top establishments in tempura, sushi, and French cuisine, transforming their dishes into shining highlights within the course. Of course, the essence of seasonal and traditional Japanese cuisine, as taught at ""Shinohara,"" is seamlessly passed down.",https://tabelog.com/en/tokyo/A1301/A130101/13275790/,2025-12-22T21:58:35.594889
6d62a1a37984,Kusunoki Hon Ten,restaurant,Tempura,Yotsuya Sta.,4,unknown,Tempura,Tempura|Popular|Highly Rated,35.685997638957026,139.72806755050678,60,afternoon,Awards: The Tabelog Award 2025 Silver winner The Tabelog Award 2025 Silver winner The Tabelog Award 2024 Silver winner The Tabelog Award 2024 Silver winner.... Specializes in Tempura.,https://tabelog.com/en/tokyo/A1309/A130902/13223239/,2025-12-22T21:58:37.889178
09707dd743b2,Kanjou,restaurant,Soba,Roppongi Sta.,4,unknown,Soba,Soba|Popular|Highly Rated,35.66448713791019,139.73163218307792,60,afternoon,"Soba with Duck and Tamahagane A unique course featuring seasonal dishes paired with soba noodles.Using a tamahagane iron plate crafted by the renowned swordsmith Yoshihara, we carefully grill special duck meat, which can only be ...Read moretruly appreciated through emotion, one piece at a time.While we don't offer flashy dishes or services, we strive to create a comforting atmosphere that feels like home.",https://tabelog.com/en/tokyo/A1307/A130701/13267945/,2025-12-22T21:58:51.675267
f29c416861bc,Sharikimon Onozawa,restaurant,Soba,Yotsuya Sanchome Sta.,4,unknown,Soba,Soba|Popular|Highly Rated,35.689234598696984,139.72259498449603,60,afternoon,"Sure! Here’s the translation: ""Authentic techniques from renowned establishments and creative ideas captivate the hearts of gourmets."" The owner, Makoto Onozawa, has honed his skills and sensibilities in Japanese cuisine through over 20 years of training at renowned establishments like the long-established ""Nadaman"" and the famous so...Read moreba kaiseki restaurant ""Ginza Yabe."" As his career suggests, the true essence of ""Sharikimon Onozawa"" lies in its handmade soba and charcoal-grilled dishes. The courses, while reminiscent of kaiseki, feature a playful twist with a roll of toro and takuan in the middle, and a signature spice curry served alongside the proud soba at the end. This creative spirit of the chef sparks curiosity in diners.",https://tabelog.com/en/tokyo/A1309/A130903/13247076/,2025-12-22T21:58:53.854130
548126c115c8,Teuchi Soba Jiyu San,restaurant,Soba,Higashi Nagasaki Sta.,3,unknown,Soba,Soba|Popular|Highly Rated,35.729919937851285,139.67711888377707,60,afternoon,"The joy of a once-in-a-lifetime taste, never the same twice. Enjoy the pleasant aroma of soba and delightful sake pairings that keep the cups flowing. Located along Mejiro Street, which was once known as ""Jusankendo,"" ""Teuchi Soba Jiyusan"" sits at the boundary of Nerima and Nakano wards. The buckwheat flour is freshly ground in-house using a stone m...Read moreill, and the preparation method and thickness of the soba noodles vary depending on the flour's condition, making each day's soba unique. They pay close attention to their water usage, using mineral water for the dough and soft water enriched with fossilized shells for boiling. Enjoy the exquisite hand-made soba crafted with care by the third-generation owner, available only for that day.",https://tabelog.com/en/tokyo/A1321/A132101/13025978/,2025-12-22T21:58:55.835765
a5d2b78005bf,Tamawarai,restaurant,Soba,Meiji Jingumae Sta.,4,unknown,Soba,Soba|Popular|Highly Rated,35.66445013870701,139.7046838142582,60,afternoon,Awards: The Tabelog Award 2025 Bronze winner The Tabelog Award 2025 Bronze winner The Tabelog Award 2024 Bronze winner The Tabelog Award 2024 Bronze winner.... Specializes in Soba (Buckwheat noodles).,https://tabelog.com/en/tokyo/A1306/A130601/13129390/,2025-12-22T21:58:58.163596
4f3ef272d7e2,Soba Osame,restaurant,Soba,Mejiro Sta.,4,unknown,Soba,Soba|Popular|Highly Rated,35.72263013786351,139.70100838368668,60,afternoon,"Awards: Selected for Tabelog Soba (Buckwheat noodles) EAST ""Tabelog 100"" 2025 Selected for Tabelog Soba (Buckwheat noodles) EAST ""Tabelog 100"" 2025 Selecte.... Specializes in Soba (Buckwheat noodles).",https://tabelog.com/en/tokyo/A1305/A130502/13283508/,2025-12-22T21:59:00.274479
fddd9f4a92ff,Kabuto,restaurant,Unagi,Ikebukuro Sta.,4,unknown,Unagi,Unagi|Popular|Highly Rated,35.733764037859004,139.70904148379353,60,afternoon,Awards: The Tabelog Award 2025 Silver winner The Tabelog Award 2025 Silver winner The Tabelog Award 2024 Silver winner The Tabelog Award 2024 Silver winner.... Specializes in Unagi (Eel).,https://tabelog.com/en/tokyo/A1305/A130501/13016660/,2025-12-22T21:59:13.442923
1a518dbc8179,Unagi Uomasa,restaurant,Unagi,Yotsugi Sta.,4,unknown,Unagi,Unagi|Popular|Highly Rated,35.732086253470854,139.83555483502838,60,afternoon,"Grilled to perfection with Kishu Binchotan charcoal, locking in the delicious flavor of the eel. The eel grilled over high heat using Kishu Binchotan charcoal is fragrant and thoroughly heated to the core. Please be careful not to burn yourself and enjoy this delicious dish!...Read more",https://tabelog.com/en/tokyo/A1324/A132403/13035339/,2025-12-22T21:59:16.670264
1d723eaf8806,Ikewanagi no Mise Tsugumi An,restaurant,Unagi,Komagome Sta.,4,unknown,Unagi,Unagi|Popular|Highly Rated,35.737916558675664,139.7527569849666,60,afternoon,"Awards: The Tabelog Award 2025 Bronze winner The Tabelog Award 2025 Bronze winner The Tabelog Award 2024 Bronze winner The Tabelog Award 2024 Bronze winner.... Specializes in Unagi (Eel), Yakitori (Grilled chicken skewers).",https://tabelog.com/en/tokyo/A1323/A132301/13080463/,2025-12-22T21:59:19.375259
0069564866aa,Sangu Bashi Asaya,restaurant,Unagi,Sangubashi Sta.,4,unknown,Unagi,Unagi|Popular|Highly Rated,35.678525037889095,139.69335728324654,60,afternoon,"Awards: Selected for Tabelog Unagi ""Tabelog 100"" 2024 Selected for Tabelog Unagi ""Tabelog 100"" 2024 受賞・選出歴 閉じる 百名店 選出歴 うなぎ 百名店 2024 選出店 食べログ うなぎ 百名店 2024 選出店. Specializes in Unagi (Eel).",https://tabelog.com/en/tokyo/A1318/A131810/13289291/,2025-12-22T21:59:21.285471
0ac61962824f,Japanese Cuisine Yamazaki,restaurant,Unagi,Takaracho Sta.,4,unknown,Unagi,Unagi|Popular|Highly Rated,35.67650453791524,139.7714340831714,60,afternoon,"Savor authentic Japanese cuisine that brings out the best in ingredients through traditional techniques. Enjoy warm hospitality in a calming Japanese atmosphere. Experience authentic Japanese cuisine crafted by chefs who carry on the legacy of renowned restaurants in Kansai. Using carefully selected ingredients from Toyama Prefecture and across the country, th...Read moreey create dishes that highlight the natural flavors through meticulous cooking techniques. The monthly changing course is perfectly paired with local sake from Toyama and a wide variety of wines. At the counter seats, you can enjoy the lively atmosphere of the cooking process. Indulge in a luxurious moment savoring seasonal dishes and exquisite drinks with your loved ones.",https://tabelog.com/en/tokyo/A1302/A130202/13287123/,2025-12-22T21:59:23.766114
